SampleID,elevation,latitude,longitude,veg.types.short,veg.types.long,Temp,Precip,Quartz,Plagioclase,K.feldspar,Amphibole,Muscovite,Chlorite,Mineral.pc1,Mineral.pc2,Ca,Fe,Mg,Al,K,Na,Ba,Mn,Ti,CIA,Mg/Al,Ca/Al,Ti/Fe,Ti/Al,Metal.pc1,Metal.pc2,pH,Moisture,TOC,TN,TP,NH4-N,NO3-N,WSOC,WSON,Veg.rich,Veg.dca1,Veg.dca2,Bac.rich,Bac.dca1,Bac.dca2
MT09_04,2438,29.6957,95.51958333,SEBF,evergreen and semi-evergreen broadleaved forest,-0.135127103555624,-0.299261403502725,0.244323158724242,-0.400123236763194,1.09091430262485,-0.563129758725384,-0.0856060316049301,-0.559033810215899,-1.16562160202324,0.191116407282962,-1.10211514316023,-1.53624049716662,-0.957632813683091,-3.00540188456052,-1.02839578533876,-1.56062993050913,-1.22062098554614,-1.40711203212633,-1.52451788107656,0.520682036614313,-0.826755720448481,-0.633304986424719,1.08484862670431,-0.831498665916899,1.92647785343082,0.621464778289065,-1.17607874152203,0.760241542660173,0.157333737633327,1.74559410332622,-0.401322930529504,0.15978751675102,-1.02554547778104,2.32396312527103,2.11888250281011,0.819383883260345,-1.03763892130643,-0.107308115059765,-1.77073953499834,-1.0482941116381,-0.852256401502191
MT09_05,2438,29.6957,95.51958333,SEBF,evergreen and semi-evergreen broadleaved forest,-0.135127103555624,-0.299261403502725,0.87636200202184,0.0880243279763171,-0.744202708647045,-0.563129758725384,0.438627737398034,-0.559033810215899,-0.726725617355678,0.25223270692652,-1.16196286715929,-1.58025395834323,-0.998448881277285,-3.29342572182992,-1.04294055169068,-1.73274525162893,-1.30042911391457,-1.37004483385577,-1.65847963890603,0.470358644156477,-0.871377735603103,-0.653126443930004,0.908663687664135,-0.941700094249065,2.0301141363944,0.441023630136876,-1.50662763378697,1.42744708135586,-1.25646084702808,2.45080932036255,-0.232526215472868,0.448053645692974,-1.01840398037303,3.99761876947802,3.35937410936385,0.819383883260345,-0.821772481156346,-0.0657580383169596,-1.99506350673258,-1.03228082387206,-0.925229405760865
MT09_06,2438,29.6957,95.51958333,SEBF,evergreen and semi-evergreen broadleaved forest,-0.135127103555624,-0.299261403502725,0.219618057357561,-0.419612017864962,0.168820911458578,-0.563129758725384,0.653401924698808,-0.559033810215899,-1.05688557391123,-0.376103347693991,-0.886856393937778,-1.24475512220458,-0.831358104563553,-1.96747814665274,-0.519328963021308,-0.895999998184999,-0.661964086967084,-0.851104058067923,-1.48730628167949,0.37099221372247,-0.727539140836425,-0.575037429723501,0.00304757678883831,-1.19023788727708,1.79498832300852,0.178325852421664,-1.32002745266967,0.626941344221711,0.0247904953213195,2.11960229443044,-0.30480459670192,0.556153444046207,-0.986267242036971,3.47328837639078,2.94467767199845,1.0772319584122,-0.993251833694687,0.000439310533036696,-1.21609235213897,-0.882067323925778,-0.788353687844564
MT09_07,2438,29.6957,95.51958333,SEBF,evergreen and semi-evergreen broadleaved forest,-0.135127103555624,-0.299261403502725,0.798129181027349,0.558539186004705,0.244402336964011,-0.563129758725384,-0.647559998377564,-0.559033810215899,-0.618845853878165,1.28166615634676,-0.782605519874888,-1.16254129849733,-0.728042433465748,-2.07905494847783,-0.979913230832333,-0.853633149909357,-0.981196600440829,-0.665768066715121,-1.11519028770875,0.310438745095466,-0.569212648004556,-0.393867238714336,0.543672067465941,-0.57723526382141,1.04586814788599,0.384051149667815,-1.09077580158269,2.06196166229497,-1.03555544317474,2.77894380795413,0.00309685505603606,0.407215944092864,-1.02554547778104,3.89687117627844,3.88072988818263,0.0458396578047744,-0.712519705675527,-0.0566596074213881,-1.91864545042751,-0.930695420828466,-0.956847457655662
MT09_08,2438,29.6957,95.51958333,SEBF,evergreen and semi-evergreen broadleaved forest,-0.135127103555624,-0.299261403502725,0.336967288849297,1.07824001538517,-0.262497090092422,-0.563129758725384,-0.348107816083654,-0.559033810215899,-0.277059635229575,1.18803545571156,-1.01427412890353,-1.65001114209483,-1.00355088972656,-2.81468339771997,-0.921734165424625,-1.19256793611449,-0.981196600440829,-1.03644004942073,-1.71057587806193,0.211666522742994,-0.917874342012803,-0.541009612340299,1.14855495790404,-1.24314352349202,2.22846852376871,0.101700545921438,-1.33069032016208,1.29541506662347,-1.56572841242277,2.80382038556858,-0.158608158840214,0.305121690092588,-1.02554547778104,3.56194662793239,3.75124968093129,0.819383883260345,-0.989387983812266,-0.0954815203624579,-1.25060373240577,-0.871763377332807,-0.721018899430699
MT09_09,2438,29.6957,95.51958333,SEBF,evergreen and semi-evergreen broadleaved forest,-0.135127103555624,-0.299261403502725,0.459463416459092,0.873143795218953,-0.641411969959657,-0.563129758725384,0.0206263621137323,-0.559033810215899,-0.335515705754538,0.844622024467284,-0.87334239174444,-1.2381115808949,-0.861970155259198,-1.94671967189459,-0.541954155124306,-0.625911340427782,-0.74177221533552,-0.739902463256242,-1.42776772264417,0.223251883630679,-0.772821820438184,-0.561316462654709,0.114948159133312,-1.10741898371676,1.80719846832217,0.0895807755251901,-1.43731899508626,0.865359880963654,-0.196114908532026,2.46599593661306,-0.180858495452879,0.643834391599385,-1.07315546050113,2.36876459571797,2.54310943549642,1.0772319584122,-0.906309848374379,-0.139354511967789,-1.42562573233029,-0.929334314478911,-0.875894406388328
MT09_10,2438,29.6957,95.51958333,SEBF,evergreen and semi-evergreen broadleaved forest,-0.135127103555624,-0.299261403502725,0.132120823350565,0.661551314685477,-1.05761368640957,0.0321890146972134,0.537162131571866,-0.559033810215899,0.0339506825689925,0.133201972460498,-0.618506921812932,-1.18828502107233,-0.770134003172261,-1.63534255052226,-0.532257644223021,-0.47233151542858,-0.582155958598648,-0.628700868444561,-1.31613292445295,-0.0272042976092141,-0.674674673867574,-0.287641407525956,0.203823971618141,-1.05240449164904,1.5671357229917,0.0173712146145189,-1.3999989588628,1.24116498586363,-1.07973652394541,2.58477811240255,-0.149975709462608,1.10866352451829,-1.02554547778104,3.53675996624501,3.67607277650797,0.303687732956631,-0.920562696168664,-0.248388559031619,-1.40097474642543,-0.775604294823238,-0.818805555413287
MT10_01,2293,29.68795,95.50858333,SEBF,evergreen and semi-evergreen broadleaved forest,0.0206510502783772,-0.152799608300293,-1.06401783448626,-1.04882123629346,-1.28637346760601,0.441470671425249,0.403986739446296,2.99052189880054,2.34820482814496,-2.07631240833945,3.81408579760179,1.70912943261024,3.8357041244101,0.856971825128782,0.55051940642044,-1.09459459947707,-1.22062098554614,2.11427180357691,1.60125646827764,-2.98635514802684,3.68202416781081,3.65346468795306,-0.545307616978144,1.39823545317853,-5.57936991249833,-2.64871337678376,0.220756899984687,-0.799201687909026,1.17349859535872,-1.34736293434796,-0.385938332096685,-0.903193833722439,-0.436371941619983,-0.967219785435141,-1.09891351735875,0.0458396578047744,-0.679655623383105,0.0453691913014471,0.842264970916929,0.978480093016184,0.408271299116145
MT10_02,2293,29.68795,95.50858333,SEBF,evergreen and semi-evergreen broadleaved forest,0.0206510502783772,-0.152799608300293,-1.20710154656829,-1.98799487795959,1.45572064973107,0.216159052317391,0.378583340948355,1.41109689201337,0.158697287998228,-2.11991145376974,3.08432967916156,1.51729717729334,3.57422619138479,0.25367865246989,0.280633186334682,-1.24552649645905,-1.30042911391457,1.44706223470682,1.19937119478924,-2.73705541007497,3.75060773411423,3.27356680575496,-0.662876707763016,1.27724567266113,-5.26359574314312,-2.38868892403442,0.364705611132325,-0.698733356527817,1.39440399921206,-1.28406997452662,-0.334230790550829,-0.917607140169536,-0.436371941619983,-0.909516264145583,-1.05303242926014,0.561535808108488,-0.94720505567545,0.0708227336054343,1.22435525244227,0.922401664216316,0.390639207393964
MT10_03,2293,29.68795,95.50858333,SEBF,evergreen and semi-evergreen broadleaved forest,0.0206510502783772,-0.152799608300293,-1.19474899588495,-0.23864476477712,-0.393504894301838,-0.013286724939235,1.02521530271413,0.534499411021471,0.404058965237806,-1.39924745195766,2.55052659252473,1.41598317232077,2.60356908391036,0.633818221478611,-0.00379780010300352,-0.358470610687793,-0.981196600440829,1.5582638295185,1.10262103635685,-2.22079170565913,2.56252798161971,2.49523648822616,-0.654558386873814,0.975856227651174,-4.07130123905769,-1.69307894600397,0.423351382340622,-0.8762790753782,0.510782383798679,-1.37713587931555,-0.109849604605235,-0.826322866004584,-0.436371941619983,-0.921213279496487,-1.08617804186362,0.561535808108488,-0.916056274593519,-0.0903581601716241,0.817613985012068,0.971628985310093,0.392521711839721
MT10_04,2293,29.68795,95.50858333,SEBF,evergreen and semi-evergreen broadleaved forest,0.0206510502783772,-0.152799608300293,-1.43459435498648,-1.11099972838005,0.591069141948927,0.563428336813906,1.03907170189482,0.422711095894978,0.168752223514183,-2.02149742693339,2.90768236477722,2.25805203332224,2.93519963311319,0.637710435495765,0.14649811886691,-0.766251525340846,-1.38023724228301,2.15133900184747,2.0850072604396,-2.43953415444391,2.89438576002279,2.86081868582282,-0.617682025565522,2.03873011221696,-5.52850545183187,-1.91450597046701,0.428682816086832,-0.902629114604408,1.70367156460674,-1.3687052844186,-0.234626565334995,-0.859953914381145,-0.436371941619983,-0.959435904992423,-1.10370267577209,0.819383883260345,-1.0483249021497,-0.160285952012931,1.15040229472769,0.995916625352436,0.429830634706627
MT10_05,2293,29.68795,95.50858333,SEBF,evergreen and semi-evergreen broadleaved forest,0.0206510502783772,-0.152799608300293,0.374024940899319,-0.982002558230254,-1.59071467430789,0.910697621310421,0.840463313638191,0.821164496345842,0.963890305816714,-1.42242160106197,2.65863861007143,1.60366321431913,2.80892492399365,0.0616627609569512,-0.252674913235978,-1.44941695378557,-1.38023724228301,1.89186861395355,1.20681351466866,-2.33070781059011,3.04317040682113,2.92956823007093,-0.716192599103684,1.39172998867938,-5.38895894693671,-1.89448234665768,0.956494756961505,-0.317291879600843,1.92457696846009,-0.0559143937766717,0.0781936409009118,-0.464789095956549,-1.06363346395711,-0.483596131402395,-0.32238937442389,1.59292810871592,-0.727862971067234,-0.0908504375907158,0.891566942726651,1.06457056999658,0.439185899004817
MT10_06,2293,29.68795,95.50858333,SEBF,evergreen and semi-evergreen broadleaved forest,0.0206510502783772,-0.152799608300293,-0.632707939792945,-0.537472741670889,-1.46575338413891,0.0507927263666696,1.11528189738864,1.30041539188813,1.00938924470452,-1.66917129425415,2.96849537464724,1.51148407864737,2.6954052359973,0.113558947852341,-0.394890406454821,-1.04163603913252,-1.38023724228301,3.26335494996428,1.54916022912174,-2.62562599162851,2.89497415948877,3.23659788580922,-0.43663421754245,1.75621524864781,-5.91257833816935,-2.57632634013925,0.967157624453924,-0.589387739204089,-0.726287877780055,-0.544616789160674,0.0493733504011218,-0.942830426451957,0.826482850030284,-0.714539887341815,-0.733789079007084,0.819383883260345,-0.972954630148616,-0.111619819256361,0.945799111717345,0.93996987974279,0.298653961574252
